column,value,suggestion,rule,rows,status,note
Strain,0.0,,missing_marker,7233,proposed,
Strain,none,,missing_marker,10,proposed,
Strain,C57Bl/6,C57BL/6,spelling_variant,11,proposed,Other spellings of this value exist; suggest 'C57BL/6'.
Strain,WT,wt,spelling_variant,3,proposed,Other spellings of this value exist; suggest 'wt'.
Strain,wild type,Wild type,spelling_variant,2,proposed,Other spellings of this value exist; suggest 'Wild type'.
Strain,BY derivative MJY1171BY derivative  MJY1171,BY derivative MJY1171BY derivative MJY1171,whitespace,4,proposed,
Strain,BY derivative MJY1173BY derivative  MJY1173,BY derivative MJY1173BY derivative MJY1173,whitespace,4,proposed,
Stress,0.0,,missing_marker,13789,proposed,
Stress,none,,missing_marker,81,proposed,
TIMEPOINT,NANA,,missing_marker,11387,proposed,
TIMEPOINT,1.0NA,1.0,na_suffix,10,proposed,Looks like a value with 'NA' appended.
TIMEPOINT,18NA,18,na_suffix,3,proposed,Looks like a value with 'NA' appended.
TIMEPOINT,2.5NA,2.5,na_suffix,4,proposed,Looks like a value with 'NA' appended.
TIMEPOINT,24NA,24,na_suffix,6,proposed,Looks like a value with 'NA' appended.
TIMEPOINT,5.0NA,5.0,na_suffix,5,proposed,Looks like a value with 'NA' appended.
TIMEPOINT,5NA,5,na_suffix,4,proposed,Looks like a value with 'NA' appended.
TIMEPOINT,6NA,6,na_suffix,1,proposed,Looks like a value with 'NA' appended.
TIMEPOINT,8.0NA,8.0,na_suffix,8,proposed,Looks like a value with 'NA' appended.
TIMEPOINT,8NA,8,na_suffix,2,proposed,Looks like a value with 'NA' appended.
TIMEPOINT,NANA_mock,NANA_Mock,spelling_variant,2,proposed,Other spellings of this value exist; suggest 'NANA_Mock'.
TIMEPOINT,day 0NANANA,Day 0NANANA,spelling_variant,2,proposed,Other spellings of this value exist; suggest 'Day 0NANANA'.
TIMEPOINT,day 5NANANA,Day 5NANANA,spelling_variant,2,proposed,Other spellings of this value exist; suggest 'Day 5NANANA'.
TISSUE,0.0,,missing_marker,4813,proposed,
TISSUE,Inflorescence,inflorescence,spelling_variant,2,proposed,Other spellings of this value exist; suggest 'inflorescence'.
TISSUE,whole cells,Whole cells,spelling_variant,7,proposed,Other spellings of this value exist; suggest 'Whole cells'.
Temperature,0.0,,missing_marker,13810,proposed,Numeric column: confirm 0.0 is not a real measurement.
UMI,0.0,,missing_marker,13919,proposed,
microRNA,0.0,,missing_marker,13948,proposed,
rRNA_depletion,0.0,,missing_marker,13645,proposed,
rRNA_depletion,none,,missing_marker,2,proposed,
